,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
129,53,no,travel_rarely,575.4047619047619,,6,2,,130,4,M,71.92559523809524,3,2,research scientist,1,divorced,4647.5,12083.5,3,yes,12,,2,full time,2,18.0,3,3.0,10,,6,9,1971,55770.0,,
130,50,no,non-travel,1973.9841269841268,,18,4,life sciences,131,4,M,246.74801587301585,2,5,research director,3,,15943.72,41453.67,1,yes,17,3.0,3,full time,1,,5,3.0,31,,0,9,1974,191324.62,,si
131,35,no,travel_rarely,277.6428571428572,research & development,1,5,,132,2,M,,3,1,research scientist,4,married,2242.5,5830.5,1,no,12,3.0,4,part time,1,,4,2.0,10,,8,8,1989,26910.0,research scientist  -  research & development,
132,34,yes,travel_rarely,290.03550973654063,,1,4,other,133,4,M,,3,1,research scientist,4,single,2342.59,6090.75,1,,13,3.0,3,part time,0,10.0,2,2.0,10,,7,8,1990,28111.13,,no
133,34,no,non-travel,1032.4872861766066,research & development,7,3,medical,134,3,M,,3,3,research director,3,married,8339.32,21682.23,0,no,11,3.0,4,,0,,3,4.0,13,,3,7,1990,100071.84,research director  -  research & development,
134,54,no,travel_rarely,1582.7713464696226,,23,4,,135,4,F,,3,4,research director,4,,12783.92,33238.2,6,no,18,3.0,3,full time,0,33.0,0,3.0,12,,3,8,1970,153407.07,,si
135,50,no,travel_rarely,763.8015873015873,,8,2,other,136,1,F,,3,3,laboratory technician,2,married,6169.17,16039.83,4,,11,3.0,3,part time,1,29.0,3,2.0,26,,1,7,1974,74030.0,,no
136,36,no,non-travel,1032.4872861766066,,21,4,,137,2,M,129.06091077207583,3,3,sales executive,4,,8339.32,21682.23,6,,13,3.0,2,part time,1,,2,3.0,10,,0,8,1988,100071.84,,no
137,39,no,travel_rarely,910.3095238095236,,17,1,life sciences,138,3,F,113.78869047619048,2,3,healthcare representative,3,married,7352.5,19116.5,0,,18,3.0,1,part time,1,20.0,4,2.0,19,,1,9,1985,88230.0,,no
138,47,no,non-travel,1582.7713464696226,sales,3,1,marketing,139,1,M,,3,4,manager,3,married,12783.92,33238.2,3,no,12,3.0,4,full time,1,,3,3.0,12,,4,9,1977,153407.07,manager  -  sales,no
139,37,no,non-travel,556.2566609977324,,18,4,,140,1,M,69.53208262471655,3,2,manufacturing director,4,single,4492.84,11681.39,2,,20,4.0,1,part time,0,18.0,0,3.0,11,,0,9,1987,53914.11,,
140,43,yes,travel_frequently,1582.7713464696226,,15,3,life sciences,141,1,M,,3,4,sales executive,1,single,12783.92,33238.2,0,,12,,2,full time,0,,2,2.0,21,,13,14,1981,153407.07,,
141,35,no,travel_frequently,556.2566609977324,,1,3,,142,4,M,,2,2,healthcare representative,1,single,4492.84,11681.39,0,no,20,4.0,3,,0,14.0,3,3.0,13,,4,9,1989,53914.08,,si
142,31,no,travel_rarely,369.2619047619048,research & development,1,3,medical,143,4,M,,3,1,research scientist,2,,2982.5,7754.5,0,yes,21,4.0,1,,1,12.0,2,3.0,11,,5,7,1993,35790.0,research scientist  -  research & development,si
143,55,no,travel_rarely,1834.3412698412696,,3,3,life sciences,144,4,M,,3,4,research director,4,married,14815.83,38521.17,3,no,14,3.0,1,full time,0,36.0,2,3.0,10,,0,9,1969,177790.0,,si
144,32,no,travel_rarely,556.2566609977324,,24,3,medical,145,3,F,,2,2,healthcare representative,1,single,4492.84,11681.39,1,no,19,,2,part time,0,10.0,2,3.0,10,,1,8,1992,53914.11,,
145,45,no,non-travel,1879.119047619048,,5,3,,146,2,M,,3,5,manager,2,married,15177.5,39461.5,7,no,11,3.0,3,full time,1,26.0,5,3.0,22,,3,10,1979,182130.0,,
146,56,no,non-travel,1400.8015873015877,,8,1,,147,4,M,175.10019841269843,2,4,healthcare representative,2,divorced,11314.17,29416.83,1,yes,15,3.0,4,full time,1,,3,3.0,33,,15,0,1968,135770.0,,
147,45,no,travel_rarely,1979.920634920635,,4,2,life sciences,148,3,M,247.49007936507937,4,5,manager,1,divorced,15991.67,41578.33,1,no,14,3.0,4,full time,2,,4,2.0,25,,14,13,1979,191900.0,,
148,35,no,travel_frequently,556.2566609977324,human resources,11,3,life sciences,149,3,M,,2,2,human resources,2,,4492.84,11681.39,4,no,11,3.0,4,,2,14.0,5,4.0,10,,1,8,1989,53914.08,human resources  -  human resources,si
149,40,no,non-travel,1766.65873015873,,13,4,,150,3,F,220.8323412698413,2,4,manager,2,divorced,14269.17,37099.83,6,yes,13,3.0,4,full time,2,,4,3.0,19,,15,2,1984,171230.0,,no
150,56,no,travel_rarely,1979.6111111111115,,2,2,medical,151,4,F,,1,5,manager,3,,15989.17,41571.83,4,,14,,4,full time,1,23.0,5,3.0,19,,9,11,1968,191870.0,,
151,52,no,non-travel,1582.7713464696226,,5,3,life sciences,152,3,M,197.8464183087028,3,4,manager,2,,12783.92,33238.2,1,,11,3.0,2,full time,1,,2,3.0,33,,0,10,1972,153407.07,,
152,59,yes,non-travel,1032.571428571429,,14,4,medical,153,1,F,,2,3,manufacturing director,1,married,8340.0,21684.0,7,,14,3.0,4,,0,,0,2.0,10,,5,9,1965,100080.0,,
153,49,no,non-travel,1032.4872861766066,,4,3,life sciences,154,4,M,129.06091077207583,3,3,manufacturing director,4,single,8339.32,21682.23,1,no,11,3.0,3,part time,0,11.0,2,3.0,10,,0,8,1975,100071.84,,si
154,30,no,travel_rarely,824.1587301587302,human resources,17,3,,155,2,M,,2,3,human resources,1,single,6656.67,17307.33,1,,13,3.0,1,part time,0,,3,2.0,10,,0,9,1994,79880.0,human resources  -  human resources,
155,35,no,non-travel,556.2566609977324,,3,3,other,156,4,M,,1,2,sales executive,1,single,4492.84,11681.39,3,no,18,,4,part time,0,15.0,2,3.0,13,,3,12,1989,53914.11,,si
156,43,no,travel_frequently,290.03550973654063,,9,2,,157,1,F,,3,1,laboratory technician,4,,2342.59,6090.75,1,,13,3.0,3,,0,12.0,3,3.0,12,,5,8,1981,28111.08,,
157,58,no,travel_rarely,556.2566609977324,,1,2,life sciences,158,2,M,,4,2,research scientist,3,married,4492.84,11681.39,0,no,24,4.0,1,part time,1,13.0,2,2.0,12,,2,8,1966,53914.11,,
158,35,yes,travel_rarely,556.2566609977324,,24,4,,159,1,F,,2,2,sales executive,2,single,4492.84,11681.39,0,yes,23,4.0,3,part time,0,16.0,2,4.0,15,,10,10,1989,53914.11,,no
159,55,no,travel_frequently,1582.7713464696226,,11,4,medical,160,2,F,,3,4,manager,4,,12783.92,33238.2,3,no,20,,1,,1,26.0,2,3.0,14,,1,12,1969,153407.04,,si
160,35,no,travel_rarely,730.7857142857142,,1,3,,161,4,M,91.34821428571428,2,3,sales executive,3,,5902.5,15346.5,1,,14,3.0,4,part time,0,,3,3.0,10,,8,6,1989,70830.0,,no
161,30,no,non-travel,487.2936507936508,,3,1,medical,162,2,M,,3,1,laboratory technician,1,single,3935.83,10233.17,1,,18,3.0,4,,0,,3,,10,,1,5,1994,47229.96,,
162,36,no,travel_rarely,351.51587301587307,,28,3,life sciences,163,2,M,,4,2,laboratory technician,3,,2839.17,7381.83,1,,17,,4,part time,2,,3,2.0,10,,6,8,1988,34070.0,,
163,36,yes,non-travel,556.2566609977324,,12,4,other,164,4,M,69.53208262471655,3,2,sales executive,4,,4492.84,11681.39,3,,24,4.0,1,part time,0,13.0,2,4.0,11,,6,7,1988,53914.11,,
164,35,no,travel_rarely,302.1984126984127,,19,3,life sciences,165,2,F,37.77480158730159,2,1,research scientist,4,married,2440.83,6346.17,1,no,12,3.0,2,full time,0,10.0,3,3.0,10,,8,7,1989,29290.0,,si
165,44,no,non-travel,556.2566609977324,,2,3,,166,4,M,,3,2,sales executive,4,,4492.84,11681.39,1,yes,17,3.0,1,part time,1,10.0,3,3.0,10,,8,8,1980,53914.11,,
166,59,no,non-travel,1582.7713464696226,,2,3,medical,167,2,M,197.8464183087028,3,4,manager,2,divorced,12783.92,33238.2,4,no,22,4.0,4,full time,1,37.0,0,2.0,16,,14,14,1965,153407.07,,
167,37,no,travel_rarely,556.2566609977324,sales,14,4,,168,1,F,,2,2,sales executive,3,married,4492.84,11681.39,1,yes,13,3.0,1,part time,1,10.0,4,3.0,10,,1,7,1987,53914.11,sales executive  -  sales,
168,44,no,travel_rarely,1032.4872861766066,,11,3,life sciences,169,1,M,129.06091077207583,3,3,healthcare representative,3,married,8339.32,21682.23,1,,17,3.0,2,part time,1,10.0,1,3.0,10,,0,9,1980,100071.84,,si
169,56,no,non-travel,1973.9841269841268,,26,4,human resources,170,3,M,246.74801587301585,4,5,manager,2,married,15943.72,41453.67,4,yes,18,3.0,1,full time,1,35.0,0,3.0,10,,1,4,1968,191324.62,,
170,43,no,non-travel,556.2566609977324,research & development,23,2,,171,4,M,,2,2,research scientist,3,single,4492.84,11681.39,1,,12,3.0,4,,0,20.0,2,3.0,20,,3,7,1981,53914.11,research scientist  -  research & development,
171,41,no,non-travel,556.2566609977324,,11,3,technical degree,172,4,F,,3,2,laboratory technician,3,married,4492.84,11681.39,1,,11,,1,,1,10.0,2,4.0,10,,9,4,1983,53914.08,,
172,57,yes,non-travel,290.03550973654063,research & development,7,2,technical degree,173,4,M,,3,1,laboratory technician,3,married,2342.59,6090.75,8,no,11,3.0,4,part time,1,14.0,4,1.0,10,,9,8,1967,28111.13,laboratory technician  -  research & development,
173,40,no,travel_rarely,1241.2936507936508,,33,1,marketing,174,3,F,,2,4,sales executive,4,,10025.83,26067.17,0,,11,3.0,1,full time,1,,2,2.0,20,,9,6,1984,120310.0,,
174,54,no,travel_rarely,1591.6746031746031,,2,4,life sciences,175,1,F,198.9593253968254,2,4,manager,4,married,12855.83,33425.17,2,no,16,3.0,3,full time,0,,3,3.0,25,,3,7,1970,154270.0,,si
175,28,no,travel_frequently,1032.4872861766066,,8,3,,176,4,M,,3,3,sales executive,3,single,8339.32,21682.23,1,no,15,3.0,4,,0,9.0,0,3.0,9,,1,7,1996,100071.84,,no
176,31,no,travel_frequently,556.2566609977324,,1,2,,177,3,F,69.53208262471655,3,2,laboratory technician,4,,4492.84,11681.39,1,,23,4.0,4,part time,0,12.0,2,,12,,3,7,1993,53914.11,,
177,36,no,non-travel,1032.4872861766066,,18,5,life sciences,178,2,M,,3,3,sales executive,1,married,8339.32,21682.23,1,,22,4.0,4,,1,9.0,3,2.0,9,,1,8,1988,100071.84,,
178,33,no,travel_rarely,635.7619047619048,research & development,1,3,medical,179,1,M,,3,2,manufacturing director,4,married,5135.0,13351.0,1,yes,22,4.0,2,,1,9.0,3,3.0,9,,7,8,1991,61620.0,manufacturing director  -  research & development,si
179,31,no,travel_rarely,528.8730158730159,,1,1,life sciences,180,4,M,,2,2,laboratory technician,4,married,4271.67,11106.33,1,,12,3.0,3,part time,2,,1,,10,,3,0,1993,51260.0,,no
180,47,yes,non-travel,992.436507936508,sales,9,2,medical,181,3,M,124.0545634920635,2,3,sales executive,4,,8015.83,20841.17,1,no,16,3.0,4,part time,0,9.0,3,3.0,9,,4,7,1977,96190.0,sales executive  -  sales,
181,31,no,travel_rarely,556.2566609977324,,4,2,,182,3,F,,2,2,sales executive,2,,4492.84,11681.39,1,yes,12,3.0,2,part time,3,11.0,4,2.0,11,,2,7,1993,53914.11,,
182,33,no,non-travel,516.9047619047619,,6,4,,183,2,M,,3,2,sales executive,3,single,4175.0,10855.0,1,no,16,3.0,1,,0,12.0,0,3.0,11,,5,7,1991,50100.0,,si
183,36,no,travel_rarely,1032.4872861766066,,37,5,marketing,184,3,M,,3,3,sales executive,2,married,8339.32,21682.23,1,,13,3.0,1,part time,2,,3,3.0,10,,0,6,1988,100071.84,,
184,33,no,non-travel,1032.4872861766066,,8,3,marketing,185,2,F,,3,3,sales executive,4,single,8339.32,21682.23,1,,14,3.0,4,part time,0,9.0,2,3.0,9,,3,7,1991,100071.84,,si
185,42,no,travel_rarely,290.03550973654063,research & development,34,3,life sciences,186,1,M,,3,1,research scientist,3,divorced,2342.59,6090.75,4,no,12,3.0,1,part time,1,,2,3.0,9,,1,8,1982,28111.13,research scientist  -  research & development,si
186,41,no,travel_rarely,1963.7222222222224,,4,1,medical,187,4,F,,3,5,manager,3,,15860.83,41238.17,1,no,14,3.0,2,full time,1,21.0,2,3.0,20,,9,9,1983,190330.0,,no
187,46,no,non-travel,1582.7713464696226,,2,2,,188,1,M,,2,4,manager,4,married,12783.92,33238.2,9,no,23,4.0,4,,1,22.0,1,3.0,20,,11,8,1978,153407.04,,si
188,33,yes,travel_rarely,1073.015873015873,,4,4,,189,4,M,,1,3,sales executive,4,married,8666.67,22533.33,1,no,11,3.0,3,full time,0,14.0,2,2.0,14,,9,8,1991,104000.0,,no
189,31,no,non-travel,1032.4872861766066,research & development,1,1,life sciences,190,3,M,129.06091077207583,2,3,manufacturing director,3,,8339.32,21682.23,1,no,22,4.0,3,part time,0,,2,3.0,11,,5,8,1993,100071.84,manufacturing director  -  research & development,si
190,38,no,non-travel,1032.4872861766066,,11,3,,191,2,M,,3,3,research director,4,,8339.32,21682.23,1,,14,3.0,3,part time,3,,1,3.0,10,,0,7,1986,100071.84,,
191,38,no,non-travel,288.1666666666667,,4,4,,192,1,M,,3,1,sales representative,4,divorced,2327.5,6051.5,4,no,17,3.0,3,,1,13.0,2,3.0,9,,5,8,1986,27930.0,,no
192,41,no,non-travel,556.2566609977324,,24,2,technical degree,193,1,M,,3,2,research scientist,4,,4492.84,11681.39,1,no,17,3.0,1,,2,,3,3.0,9,,4,7,1983,53914.08,,
193,37,no,non-travel,585.4126984126984,,24,4,,194,2,F,,3,2,laboratory technician,2,married,4728.33,12293.67,7,,15,3.0,3,full time,1,11.0,3,3.0,9,,0,8,1987,56740.0,,
194,33,no,travel_rarely,556.2566609977324,,7,3,life sciences,195,4,M,,2,2,sales executive,3,married,4492.84,11681.39,1,,14,3.0,3,part time,1,13.0,3,2.0,13,,4,8,1991,53914.11,,
195,39,no,non-travel,1032.4872861766066,,25,2,life sciences,196,1,F,,2,3,research director,2,,8339.32,21682.23,3,,17,3.0,3,part time,1,,2,3.0,10,,0,1,1985,100071.84,,si
196,31,no,travel_rarely,556.2566609977324,,28,2,,197,4,F,,3,2,research scientist,4,married,4492.84,11681.39,1,no,13,3.0,4,part time,2,11.0,2,3.0,10,,1,9,1993,53914.11,,
197,40,no,non-travel,1980.642857142857,,1,1,,198,2,M,247.5803571428572,3,5,manager,3,,15997.5,41593.5,1,,14,3.0,3,full time,1,21.0,3,3.0,21,,1,6,1984,191970.0,,
198,61,no,non-travel,1973.9841269841268,,7,3,life sciences,199,1,F,,3,5,manager,1,,15943.72,41453.67,5,no,11,3.0,4,full time,0,33.0,5,1.0,29,,11,10,1963,191324.62,,
199,31,no,non-travel,867.9047619047619,,22,4,other,200,3,F,108.48809523809524,3,3,sales executive,1,,7010.0,18226.0,0,,11,3.0,3,part time,0,10.0,3,3.0,9,,7,8,1993,84120.0,,
200,32,no,travel_rarely,1032.4872861766066,research & development,9,1,,201,3,M,,3,3,manufacturing director,2,divorced,8339.32,21682.23,1,no,25,4.0,4,part time,1,,6,4.0,13,,0,8,1992,100071.84,manufacturing director  -  research & development,
201,34,yes,non-travel,345.42857142857144,,3,3,life sciences,202,1,M,43.17857142857143,3,1,research scientist,1,single,2790.0,7254.0,1,yes,11,3.0,1,full time,0,,3,3.0,10,,9,7,1990,33480.0,,
202,51,no,non-travel,290.03550973654063,,28,1,medical,203,4,M,,4,1,laboratory technician,3,married,2342.59,6090.75,1,yes,11,,3,,3,20.0,3,3.0,20,,3,8,1973,28111.08,,
203,33,no,non-travel,547.7539682539682,research & development,24,4,life sciences,204,1,M,68.46924603174602,3,2,laboratory technician,4,,4424.17,11502.83,1,no,15,,4,part time,2,10.0,2,3.0,10,,4,7,1991,53090.0,laboratory technician  -  research & development,
204,43,no,non-travel,556.2566609977324,,29,3,,205,2,M,,3,2,manufacturing director,2,,4492.84,11681.39,1,,13,3.0,4,,1,10.0,3,2.0,9,,7,8,1981,53914.08,,
205,50,yes,non-travel,789.6984126984128,sales,11,3,marketing,206,3,F,,3,3,sales executive,4,married,6378.33,16583.67,1,no,18,3.0,1,part time,2,,3,4.0,9,,7,7,1974,76540.0,sales executive  -  sales,no
206,28,no,non-travel,1321.4603174603176,,5,1,,207,3,M,,2,3,research director,4,divorced,10673.33,27750.67,1,,16,3.0,2,full time,1,,3,3.0,9,,0,8,1996,128080.0,,
207,34,no,travel_rarely,556.2566609977324,,1,3,medical,208,1,M,69.53208262471655,4,2,sales executive,1,divorced,4492.84,11681.39,1,,22,,1,part time,1,9.0,5,3.0,9,,0,8,1990,53914.11,,
208,53,no,non-travel,1582.7713464696226,research & development,26,4,,209,3,F,,2,4,manufacturing director,4,married,12783.92,33238.2,3,no,22,4.0,3,full time,0,31.0,3,3.0,9,,0,0,1971,153407.07,manufacturing director  -  research & development,
209,33,no,non-travel,556.2566609977324,,5,2,life sciences,210,2,M,69.53208262471655,3,2,sales executive,2,,4492.84,11681.39,1,no,14,3.0,4,part time,1,10.0,3,3.0,10,,5,3,1991,53914.11,,si
210,37,no,non-travel,679.5079365079365,,14,1,life sciences,211,3,M,,3,2,healthcare representative,4,,5488.33,14269.67,0,,17,3.0,1,full time,1,,2,2.0,16,,4,11,1987,65860.0,,no
211,32,no,non-travel,556.2566609977324,sales,20,2,,212,4,F,,3,2,sales executive,3,,4492.84,11681.39,1,,13,3.0,4,,1,,2,2.0,9,,0,0,1992,53914.11,sales executive  -  sales,
212,37,no,travel_rarely,259.8968253968254,,2,4,medical,213,3,M,32.48710317460318,3,1,laboratory technician,3,single,2099.17,5457.83,4,no,21,4.0,3,part time,0,,6,3.0,11,,3,9,1987,25190.0,,
213,53,no,non-travel,1764.1825396825398,,1,2,life sciences,214,4,M,,3,4,manager,4,married,14249.17,37047.83,2,,15,3.0,2,full time,1,26.0,2,,9,,7,8,1971,170990.0,,si
214,34,no,non-travel,1582.7713464696226,,17,3,,215,4,M,,3,4,manager,3,single,12783.92,33238.2,1,,11,3.0,4,full time,0,10.0,2,3.0,10,,6,0,1990,153407.07,,no
215,46,no,non-travel,556.2566609977324,,23,2,life sciences,216,4,M,,3,2,laboratory technician,1,,4492.84,11681.39,1,yes,15,3.0,3,part time,1,9.0,2,3.0,9,,0,8,1978,53914.11,,si
216,37,no,travel_rarely,1032.4872861766066,research & development,12,5,,217,4,F,129.06091077207583,2,3,manufacturing director,4,,8339.32,21682.23,0,,11,3.0,2,part time,0,15.0,2,2.0,14,,7,8,1987,100071.84,manufacturing director  -  research & development,si
217,50,no,non-travel,1353.6507936507935,,8,4,,218,4,M,,2,4,sales executive,2,,10933.33,28426.67,6,,17,3.0,2,full time,1,22.0,3,3.0,9,,2,3,1974,131200.0,,
218,30,yes,non-travel,1032.4872861766066,,23,1,,219,4,F,,2,3,sales executive,1,,8339.32,21682.23,1,,13,,1,part time,1,11.0,3,1.0,11,,3,10,1994,100071.84,,
219,30,no,non-travel,323.03968253968253,,6,1,,220,2,F,,3,1,laboratory technician,4,married,2609.17,6783.83,1,,13,3.0,1,,1,,5,3.0,10,,0,8,1994,31310.04,,
220,38,no,non-travel,556.2566609977324,research & development,1,3,life sciences,221,4,F,,2,2,manufacturing director,4,married,4492.84,11681.39,1,,13,3.0,2,part time,1,14.0,2,2.0,14,,3,11,1986,53914.11,manufacturing director  -  research & development,si
221,34,no,travel_rarely,1032.4872861766066,,10,5,,222,4,M,129.06091077207583,4,3,sales executive,3,,8339.32,21682.23,0,,14,3.0,4,part time,2,,3,3.0,9,,0,8,1990,100071.84,,
222,35,no,travel_frequently,458.50793650793656,,19,3,medical,223,3,F,,3,2,laboratory technician,2,divorced,3703.33,9628.67,4,no,13,3.0,3,part time,2,15.0,2,4.0,11,,5,10,1989,44440.0,,
223,29,no,non-travel,688.5873015873016,,1,3,,224,3,F,,1,2,laboratory technician,4,married,5561.67,14460.33,0,no,11,3.0,1,,3,10.0,6,3.0,9,,7,5,1995,66740.04,,si
224,32,no,non-travel,1016.4761904761906,,2,4,,225,4,F,,3,3,sales executive,3,,8210.0,21346.0,1,yes,19,3.0,1,part time,1,10.0,5,2.0,10,,9,6,1992,98520.0,,
225,43,no,non-travel,1842.801587301588,,2,1,life sciences,226,3,M,,3,4,manager,3,,14884.17,38698.83,0,yes,13,,4,full time,0,21.0,3,2.0,20,,2,10,1981,178610.0,,
226,41,no,travel_rarely,556.2566609977324,,2,3,life sciences,227,3,M,,3,2,research scientist,4,single,4492.84,11681.39,1,,13,3.0,3,part time,0,9.0,4,3.0,9,,8,8,1983,53914.11,,
227,35,no,non-travel,556.2566609977324,,15,2,medical,228,3,F,,3,2,sales executive,1,single,4492.84,11681.39,1,,12,3.0,4,,0,,6,4.0,10,,9,6,1989,53914.08,,si
228,59,no,travel_rarely,1973.9841269841268,,1,3,,229,4,F,,3,5,research director,1,,15943.72,41453.67,3,,21,4.0,3,full time,1,,3,3.0,9,,1,5,1965,191324.62,,
229,32,yes,travel_frequently,768.2380952380953,,1,5,,230,3,F,,4,3,manufacturing director,2,,6205.0,16133.0,1,,11,3.0,1,,0,,2,3.0,10,,4,7,1992,74460.0,,si
230,41,no,non-travel,1419.373015873016,,8,1,,231,4,M,,2,3,research director,2,,11464.17,29806.83,2,no,11,3.0,3,full time,1,16.0,5,3.0,9,,4,8,1983,137570.0,,si
231,54,no,non-travel,1712.4920634920634,,2,3,medical,232,4,M,,4,4,research director,2,single,13831.67,35962.33,4,no,12,3.0,2,full time,0,35.0,2,2.0,9,,8,8,1970,165980.0,,
232,35,no,non-travel,1582.7713464696226,research & development,15,3,,233,2,M,197.8464183087028,3,4,research director,1,,12783.92,33238.2,7,,14,3.0,4,full time,2,16.0,3,2.0,14,,6,9,1989,153407.07,research director  -  research & development,si
233,36,no,travel_rarely,1032.4872861766066,,16,3,life sciences,234,4,F,,2,3,healthcare representative,2,single,8339.32,21682.23,1,no,19,3.0,4,,0,,3,1.0,11,,3,3,1988,100071.84,,
234,38,no,non-travel,442.1031746031746,,13,3,,235,1,M,55.26289682539682,3,2,research scientist,4,married,3570.83,9284.17,1,,17,3.0,1,part time,0,,2,3.0,10,,3,7,1986,42850.0,,
235,43,no,travel_frequently,1044.5396825396826,,2,3,,236,4,M,,3,3,healthcare representative,4,,8436.67,21935.33,2,yes,14,3.0,3,full time,1,24.0,3,1.0,20,,13,9,1981,101240.0,,
236,46,no,non-travel,1032.4872861766066,,1,4,,237,1,M,,3,3,healthcare representative,2,divorced,8339.32,21682.23,1,,12,3.0,1,part time,3,,4,3.0,10,,7,7,1978,100071.84,,si
237,31,yes,travel_rarely,1002.2380952380952,,1,3,,238,2,M,,2,2,sales executive,1,married,8095.0,21047.0,1,no,11,3.0,4,full time,1,,4,3.0,10,,6,7,1993,97140.0,,
238,39,no,travel_rarely,1023.904761904762,,14,3,life sciences,239,3,M,,3,2,sales executive,2,married,8270.0,21502.0,0,,11,3.0,4,full time,1,10.0,3,3.0,9,,7,7,1985,99240.0,,si
239,51,no,non-travel,1160.1984126984128,,20,5,medical,240,2,M,,3,4,healthcare representative,3,,9370.83,24364.17,2,,15,3.0,3,full time,1,32.0,3,3.0,30,,12,13,1973,112450.0,,no
240,40,no,travel_rarely,316.6428571428572,,3,2,,241,3,M,,2,2,laboratory technician,3,,2557.5,6649.5,0,,15,3.0,4,,1,,3,,10,,0,7,1984,30690.0,,
241,35,no,travel_rarely,556.2566609977324,,3,3,,242,4,F,,3,2,research scientist,2,,4492.84,11681.39,1,no,12,3.0,3,part time,1,11.0,2,3.0,11,,7,9,1989,53914.11,,
242,55,no,travel_rarely,1582.7713464696226,research & development,22,5,,243,2,F,,3,4,manager,3,,12783.92,33238.2,3,,25,4.0,3,full time,1,36.0,6,3.0,10,,4,7,1969,153407.07,manager  -  research & development,
243,42,no,travel_rarely,953.436507936508,,6,3,marketing,244,4,M,,3,3,sales executive,3,,7700.83,20022.17,1,no,12,3.0,2,part time,0,,3,3.0,10,,8,7,1982,92410.0,,
244,40,no,non-travel,667.7460317460317,,1,3,life sciences,245,4,M,83.46825396825396,3,2,laboratory technician,4,married,5393.33,14022.67,1,,15,3.0,4,full time,1,,2,3.0,9,,5,8,1984,64720.0,,si
245,41,no,travel_rarely,1973.9841269841268,,7,4,,246,2,M,,3,5,manager,2,,15943.72,41453.67,1,no,14,3.0,2,full time,0,,3,2.0,21,,12,8,1983,191324.62,,no
246,34,no,non-travel,315.1984126984127,,4,3,technical degree,247,4,M,,3,2,research scientist,2,,2545.83,6619.17,5,no,15,,4,part time,2,11.0,2,2.0,9,,1,7,1990,30550.0,,
247,37,no,non-travel,858.5158730158731,,10,3,life sciences,248,4,M,,3,3,healthcare representative,1,,6934.17,18028.83,7,,13,3.0,4,part time,1,15.0,1,3.0,12,,5,7,1987,83210.0,,
